ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
934,2003,42,Male,Married,HS Grad,Industrial,Good,Yes,4.318063335,75.04315402
935,2003,39,Male,Married,College Grad,Industrial,Very Good,Yes,4.857332496,128.6804882
936,2008,30,Male,Married,HS Grad,Information,Very Good,No,4.079181246,59.09706408
937,2004,33,Male,Never Married,HS Grad,Information,Very Good,No,4.155336037,63.7733912
938,2003,28,Male,Married,HS Grad,Information,Very Good,Yes,4.431363764,84.04595765
939,2003,38,Male,Married,HS Grad,Industrial,Very Good,Yes,4.542626278,93.93718158
940,2005,30,Male,Married,Some College,Industrial,Very Good,Yes,4.414973348,82.6796373
941,2008,25,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,4.77815125,118.8843593
942,2007,52,Male,Married,HS Grad,Information,Very Good,Yes,4.397940009,81.28325328
943,2007,26,Male,Married,HS Grad,Industrial,Good,No,4.204119983,66.96164432
944,2009,54,Male,Married,College Grad,Industrial,Very Good,Yes,5.113943352,166.3249412
945,2005,62,Male,Married,College Grad,Information,Very Good,No,4.602059991,99.6894637
946,2009,57,Male,Married,Advanced Degree,Information,Good,Yes,4.954242509,141.7751723
947,2003,32,Male,Married,College Grad,Industrial,Very Good,Yes,4.963787827,143.1349408
948,2003,60,Male,Married,HS Grad,Industrial,Very Good,Yes,3.556302501,35.03342132
949,2004,40,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
950,2005,49,Male,Married,HS Grad,Industrial,Very Good,No,4.709659972,111.0144055
951,2006,54,Male,Married,College Grad,Industrial,Very Good,Yes,4.886490725,132.4878211
952,2009,48,Male,Never Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
953,2009,35,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.301029996,73.77574327
954,2009,46,Male,Divorced,HS Grad,Information,Good,Yes,4.967725776,143.6997101
955,2007,42,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
956,2004,58,Male,Married,College Grad,Information,Very Good,Yes,5.606885241,272.2947832
957,2003,30,Male,Never Married,College Grad,Information,Very Good,Yes,5.301029996,200.5432623
958,2008,27,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.447189051,85.38658902
959,2008,55,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
960,2004,50,Male,Married,HS Grad,Industrial,Very Good,No,4.111732857,61.05242105
961,2006,55,Male,Divorced,HS Grad,Industrial,Good,Yes,4.77815125,118.8843593
962,2006,40,Male,Married,Some College,Industrial,Very Good,Yes,4.982271233,145.8051634
963,2005,32,Male,Married,HS Grad,Information,Good,No,4.72427587,112.6488963
964,2006,27,Male,Married,HS Grad,Industrial,Good,Yes,4.672097858,106.9218141
965,2007,49,Male,Married,Some College,Information,Very Good,Yes,4.672097858,106.9218141
966,2007,50,Male,Married,College Grad,Information,Good,Yes,4.84509804,127.1157438
967,2006,50,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
968,2008,44,Male,Married,Advanced Degree,Information,Very Good,Yes,4.973127854,144.4780877
969,2007,57,Male,Married,Advanced Degree,Information,Good,Yes,5.07773118,160.409702
970,2008,72,Male,Married,Advanced Degree,Industrial,Good,No,4.477121255,87.98103279
971,2006,23,Male,Never Married,Less than HS Grad,Industrial,Good,No,4.176091259,65.11085372
972,2007,31,Male,Never Married,Advanced Degree,Information,Very Good,Yes,5.176091259,176.9896505
973,2008,36,Male,Married,HS Grad,Information,Very Good,No,4,54.59815003
974,2009,63,Male,Married,Some College,Industrial,Very Good,Yes,4.698970004,109.8339856
975,2006,48,Male,Married,Less than HS Grad,Industrial,Good,No,4.403034684,81.69842172
976,2005,46,Male,Married,College Grad,Industrial,Very Good,No,4.740362689,114.4757133
977,2003,55,Male,Married,College Grad,Industrial,Very Good,Yes,4.960285223,142.6344728
978,2007,44,Male,Married,Advanced Degree,Information,Very Good,Yes,5.079181246,160.6424754
979,2006,44,Male,Married,Some College,Industrial,Very Good,Yes,4.544068044,94.07271475
980,2004,32,Male,Married,Less than HS Grad,Industrial,Good,No,4,54.59815003
981,2003,60,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.301029996,73.77574327
982,2004,42,Male,Married,Advanced Degree,Information,Very Good,Yes,5.079181246,160.6424754
983,2009,48,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
984,2008,36,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.477135731,87.98230643
985,2009,31,Male,Married,HS Grad,Industrial,Good,Yes,4.62324929,101.8243521
986,2006,54,Male,Married,HS Grad,Information,Very Good,Yes,4.716003344,111.7208494
987,2007,29,Male,Married,Some College,Industrial,Very Good,Yes,4.672097858,106.9218141
988,2003,46,Male,Divorced,Some College,Industrial,Very Good,No,4.838849091,126.3238807
989,2003,35,Male,Divorced,HS Grad,Industrial,Very Good,No,4.698970004,109.8339856
990,2009,50,Male,Married,Less than HS Grad,Information,Good,Yes,4.531478917,92.89584479
991,2005,25,Male,Married,Some College,Industrial,Very Good,Yes,4,54.59815003
992,2005,33,Male,Never Married,Some College,Information,Good,No,4.568201724,96.37065283
993,2008,34,Male,Married,HS Grad,Industrial,Very Good,Yes,4.740362689,114.4757133
994,2006,51,Male,Married,HS Grad,Industrial,Good,Yes,4.544068044,94.07271475
995,2004,33,Male,Married,HS Grad,Industrial,Very Good,Yes,4.556302501,95.23071257
996,2007,59,Male,Married,Some College,Information,Very Good,Yes,4.934498451,139.0034081
997,2006,62,Male,Separated,Less than HS Grad,Industrial,Very Good,Yes,4.397940009,81.28325328
998,2005,28,Male,Separated,HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
999,2008,40,Male,Married,Some College,Information,Good,Yes,4.477121255,87.98103279
1000,2003,52,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.929418926,138.2991269
1001,2007,29,Male,Married,HS Grad,Industrial,Very Good,No,4.494154594,89.49247952
1002,2007,34,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.531478917,92.89584479
1003,2004,25,Male,Never Married,HS Grad,Industrial,Very Good,No,4,54.59815003
1004,2005,66,Male,Married,College Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
1005,2005,43,Male,Married,HS Grad,Information,Good,Yes,4.230448921,68.74808773
1006,2007,45,Male,Married,HS Grad,Information,Very Good,No,4.531478917,92.89584479
1007,2006,35,Male,Married,Advanced Degree,Information,Very Good,Yes,4.740362689,114.4757133
1008,2005,43,Male,Married,HS Grad,Information,Very Good,Yes,4.698970004,109.8339856
1009,2007,49,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
1010,2004,60,Male,Never Married,Less than HS Grad,Information,Good,Yes,4.344392274,77.04520085
1011,2003,46,Male,Married,HS Grad,Information,Very Good,No,4.544068044,94.07271475
1012,2009,55,Male,Married,HS Grad,Industrial,Very Good,Yes,4.62324929,101.8243521
1013,2006,32,Male,Married,Some College,Industrial,Very Good,Yes,4.77815125,118.8843593
1014,2007,53,Male,Married,HS Grad,Industrial,Very Good,No,4.892094603,133.2323508
1015,2009,57,Male,Married,College Grad,Information,Very Good,Yes,5.056904851,157.1035043
1016,2007,51,Male,Married,Advanced Degree,Information,Good,Yes,5.641005851,281.7459706
1017,2004,59,Male,Married,Advanced Degree,Information,Very Good,Yes,5.204119983,182.020621
1018,2006,45,Male,Married,Some College,Information,Good,Yes,4.779957051,119.0992348
1019,2006,56,Male,Never Married,HS Grad,Industrial,Good,Yes,4.272305844,71.68674367
1020,2005,30,Male,Married,HS Grad,Industrial,Very Good,Yes,4.447158031,85.38394038
1021,2006,21,Male,Never Married,HS Grad,Industrial,Very Good,No,4.278753601,72.15045568
1022,2003,60,Male,Married,College Grad,Industrial,Very Good,Yes,4.929418926,138.2991269
1023,2007,60,Male,Married,HS Grad,Information,Very Good,Yes,4.62324929,101.8243521
1024,2007,48,Male,Divorced,Less than HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1025,2003,39,Male,Divorced,College Grad,Information,Very Good,No,4.477121255,87.98103279
1026,2009,32,Male,Never Married,Some College,Information,Very Good,Yes,4.748188027,115.3750386
1027,2007,51,Male,Married,Advanced Degree,Information,Very Good,Yes,5.255272505,191.5736835
1028,2006,47,Male,Married,College Grad,Industrial,Very Good,No,4.462397998,86.69515483
1029,2007,44,Male,Married,HS Grad,Information,Good,Yes,4.3287872,75.8522372
1030,2008,46,Male,Married,HS Grad,Industrial,Very Good,Yes,5.113943352,166.3249412
1031,2004,28,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.041392685,56.90553914
1032,2003,24,Male,Never Married,College Grad,Information,Very Good,No,4.602059991,99.6894637
1033,2006,37,Male,Married,HS Grad,Industrial,Very Good,No,4.531478917,92.89584479
1034,2006,31,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1035,2004,72,Male,Married,HS Grad,Information,Good,Yes,4.531478917,92.89584479
1036,2008,50,Male,Married,Some College,Industrial,Good,Yes,4.62324929,101.8243521
1037,2007,36,Male,Married,Some College,Industrial,Very Good,Yes,4.977723605,145.1436012
1038,2006,27,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.342422681,76.89360252
1039,2009,27,Male,Married,Some College,Industrial,Very Good,Yes,4.505149978,90.48191336
1040,2004,41,Male,Married,College Grad,Industrial,Very Good,No,4.84509804,127.1157438
1041,2008,20,Male,Never Married,Some College,Information,Very Good,No,4.414973348,82.6796373
1042,2008,49,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1043,2007,25,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.161368002,64.15923257
1044,2006,41,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.494154594,89.49247952
1045,2009,53,Male,Never Married,HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
1046,2009,45,Male,Married,College Grad,Industrial,Good,No,4.84509804,127.1157438
1047,2003,32,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.204119983,66.96164432
1048,2005,47,Male,Married,Some College,Information,Very Good,Yes,5,148.4131591
1049,2003,26,Male,Married,HS Grad,Industrial,Very Good,Yes,4.812913357,123.0896998
1050,2009,31,Male,Married,Some College,Information,Very Good,Yes,4.892094603,133.2323508
1051,2007,32,Male,Married,Advanced Degree,Information,Very Good,Yes,4.77815125,118.8843593
1052,2006,50,Male,Divorced,Advanced Degree,Information,Very Good,Yes,4.788875116,120.1661196
1053,2007,46,Male,Married,HS Grad,Industrial,Very Good,Yes,4.748188027,115.3750386
1054,2006,47,Male,Married,Advanced Degree,Information,Very Good,Yes,4.72427587,112.6488963
1055,2005,55,Male,Married,Some College,Industrial,Good,Yes,4.77815125,118.8843593
1056,2005,49,Male,Married,College Grad,Industrial,Very Good,Yes,5,148.4131591
1057,2004,25,Male,Married,HS Grad,Industrial,Very Good,Yes,4.113943352,61.18752643
1058,2008,60,Male,Married,HS Grad,Information,Very Good,No,4.561101384,95.68881191
1059,2008,62,Male,Married,HS Grad,Industrial,Very Good,Yes,4.491361694,89.24288466
1060,2003,63,Male,Separated,HS Grad,Information,Very Good,Yes,4.851258349,127.901233
1061,2004,31,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.857332496,128.6804882
1062,2006,29,Male,Married,College Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1063,2008,51,Male,Married,HS Grad,Industrial,Very Good,Yes,4.740362689,114.4757133
1064,2007,28,Male,Married,HS Grad,Industrial,Very Good,No,4.33243846,76.12969964
1065,2005,36,Male,Never Married,Some College,Information,Good,Yes,4.812913357,123.0896998
1066,2007,28,Male,Never Married,Some College,Information,Very Good,Yes,4.602059991,99.6894637
1067,2004,38,Male,Married,College Grad,Information,Very Good,Yes,4.633468456,102.8702469
1068,2008,35,Male,Married,Some College,Industrial,Very Good,Yes,4.568201724,96.37065283
1069,2005,46,Male,Divorced,Some College,Industrial,Very Good,Yes,4.763427994,117.1468169
1070,2007,37,Male,Married,Some College,Information,Very Good,No,4.505149978,90.48191336
1071,2005,41,Male,Divorced,Some College,Information,Very Good,Yes,4.653212514,104.9215065
1072,2006,59,Male,Married,Some College,Industrial,Good,No,4.301029996,73.77574327
1073,2006,51,Male,Married,Some College,Industrial,Good,No,4.681241237,107.9039239
1074,2006,26,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1075,2003,34,Male,Married,Some College,Industrial,Very Good,Yes,4.096910013,60.15412466
1076,2004,32,Male,Married,HS Grad,Information,Very Good,Yes,4.812913357,123.0896998
1077,2007,23,Male,Never Married,Some College,Industrial,Very Good,Yes,4.397940009,81.28325328
1078,2004,50,Male,Married,HS Grad,Information,Very Good,Yes,4.963787827,143.1349408
1079,2009,25,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.235528447,69.09818381
1080,2004,43,Male,Married,HS Grad,Industrial,Very Good,Yes,4.369215857,78.98167452
1081,2009,36,Male,Married,Some College,Industrial,Very Good,Yes,4.857332496,128.6804882
1082,2006,50,Male,Married,HS Grad,Information,Good,No,4,54.59815003
1083,2006,34,Male,Separated,HS Grad,Information,Very Good,Yes,4.903089987,134.7053751
1084,2005,34,Male,Never Married,HS Grad,Industrial,Very Good,No,4.653212514,104.9215065
1085,2005,55,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626186335,277.6014175
1086,2003,39,Male,Married,HS Grad,Industrial,Good,No,4.35945602,78.21457569
1087,2004,40,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.414973348,82.6796373
1088,2005,32,Male,Married,Some College,Information,Good,Yes,4.763427994,117.1468169
1089,2006,63,Male,Married,HS Grad,Information,Good,Yes,4.77815125,118.8843593
1090,2004,38,Male,Never Married,HS Grad,Industrial,Very Good,No,4.698970004,109.8339856
1091,2008,67,Male,Married,HS Grad,Industrial,Good,No,4.079181246,59.09706408
1092,2005,39,Male,Married,HS Grad,Industrial,Very Good,Yes,4.755874856,116.2653241
1093,2003,31,Male,Married,HS Grad,Industrial,Good,No,4.113943352,61.18752643
1094,2006,41,Male,Never Married,Some College,Information,Very Good,Yes,4.740362689,114.4757133
1095,2003,47,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.361727836,78.3924668
1096,2009,61,Male,Married,HS Grad,Industrial,Very Good,Yes,4.806179974,122.2636739
1097,2005,61,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5,148.4131591
1098,2008,21,Male,Married,HS Grad,Industrial,Very Good,No,4,54.59815003
1099,2004,22,Male,Never Married,College Grad,Industrial,Good,No,4.190331698,66.04469423
1100,2003,53,Male,Married,College Grad,Industrial,Very Good,Yes,4.843855423,126.9578857
1101,2004,47,Male,Married,College Grad,Industrial,Very Good,No,4.397940009,81.28325328
1102,2005,36,Male,Married,Some College,Industrial,Very Good,Yes,4.851258349,127.901233
1103,2007,36,Male,Never Married,HS Grad,Industrial,Very Good,No,4.477121255,87.98103279
1104,2005,42,Male,Married,HS Grad,Industrial,Very Good,Yes,4.812913357,123.0896998
1105,2004,54,Male,Divorced,Some College,Industrial,Very Good,No,4.653212514,104.9215065
1106,2004,27,Male,Married,Some College,Industrial,Good,Yes,4.477121255,87.98103279
1107,2004,36,Male,Married,HS Grad,Industrial,Very Good,Yes,4.880813592,131.7378012
1108,2006,35,Male,Never Married,HS Grad,Information,Good,No,4.301029996,73.77574327
1109,2003,60,Male,Married,HS Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
1110,2005,42,Male,Separated,HS Grad,Industrial,Good,Yes,4.517459827,91.60261566
1111,2008,41,Male,Married,Advanced Degree,Information,Very Good,Yes,4.812913357,123.0896998
1112,2004,35,Male,Never Married,Some College,Industrial,Good,Yes,4.880167384,131.6526987
1113,2006,34,Male,Never Married,Advanced Degree,Information,Very Good,Yes,5.735189959,309.5717713
1114,2007,22,Male,Never Married,HS Grad,Industrial,Good,Yes,4.257894469,70.66104767
1115,2007,47,Male,Married,HS Grad,Industrial,Very Good,No,4.440909082,84.85204409
1116,2004,59,Male,Married,HS Grad,Industrial,Very Good,Yes,4.633468456,102.8702469
1117,2007,29,Male,Never Married,Some College,Information,Very Good,Yes,4.643452676,103.9024706
1118,2006,32,Male,Never Married,Less than HS Grad,Information,Very Good,Yes,4.544068044,94.07271475
1119,2003,49,Male,Married,College Grad,Industrial,Very Good,Yes,4.857332496,128.6804882
1120,2009,30,Male,Never Married,Some College,Information,Very Good,Yes,4.666517981,106.3268649
1121,2003,33,Male,Never Married,HS Grad,Industrial,Good,Yes,4.597695186,99.25528683
1122,2007,51,Male,Married,HS Grad,Industrial,Good,Yes,4.892094603,133.2323508
1123,2003,37,Male,Married,HS Grad,Industrial,Very Good,No,4.361727836,78.3924668
1124,2003,46,Male,Married,Some College,Industrial,Very Good,Yes,4.875061263,130.9821774
1125,2007,63,Male,Married,Advanced Degree,Information,Very Good,Yes,4.698970004,109.8339856
1126,2005,41,Male,Married,HS Grad,Industrial,Very Good,No,4.568201724,96.37065283
1127,2005,40,Male,Married,HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
1128,2007,46,Male,Married,Advanced Degree,Information,Very Good,Yes,5.641005851,281.7459706
